review,feature request,bug report,rating,user experience,ID
I would love to use this app but the server seems not work on Ubuntu Mate  maybe it happens because its gtk2 log: Installing Python dependencies... DEPRECATION: --allow-external has been deprecated and will be removed in the future. Due to changes in the repository protocol  it no longer has any effect. DEPRECATION: --allow-unverified has been deprecated and will be removed in the future. Due to changes in the repository protocol  it no longer has any effect. The directory '/home/***/.cache/pip/http' or its parent directory is not owned by the current user and the cache has been disabled. Please check the permissions and owner of that directory. If executing pip with sudo  you may want sudo's -H flag. The directory '/home/***/.cache/pip' or its parent directory is not owned by the current user and caching wheels has been disabled. check the permissions and owner of that directory. If executing pip with sudo  you may want sudo's -H flag. Collecting pybonjour Could not find a version that satisfies the requirement pybonjour (from versions: ) No matching distribution found for pybonjour,1,0,0,1,29551
"This is a nice little app and I can appreciate that in a world of data mining this app doesn't seem to data mine anything. It only requests the most obvious permissions  being able to read/write to photos and videos which such an app would need. I also appreciate the color chart that allows you to make the various aspects of the app literally any color that you want  no having to choose from a few colored templates. Knocking it to one star however stems from the glaring security omission of not having a lock or pin method between prying eyes and hidden folders/photos. Whether someone is just fooling with your device let alone someone intent on finding any dirt you may have in your gallery; if they see a """"show hidden folder/photo"""" button they're going to press it. And where's the second place they'll look when nothing happens? The Settings where they'll find a simple on/off toggle and poof  you're hidden folders/photos appear and you'll be embarrassed if not worse. A third party app or some virus protection apps can lock apps but they'll lock the whole app  not specific folders...",1,0,1,0,65024
I want to share my painful exp. It has not worked for months. Not sure what google did. Many app including Youtube needs google play to connect. To do it  google play service is needed. Google play service has not work. Tried all the trick. Enentually reset. I did &gt;20 times. Still not work. That leaves rooting. I decide not to Dr o. If reset is not working  roting may not help. Cant save n retrieved game. YouTube not working. I download to factory version. That works. Not really  many clips are not supported. The one that supported  the clip keep skipping. Google want us to use play service  so it can collect our data. Fine  the app n YouTube r free. Of course  uber wants us to play. Not going to do it if google refuses. I search internet. The prob start at least 2 yr ago. According one article  despite &gt; 800k ppl complain  google is not going. My advice do not download. Actually  not downl load mean the device is useless  just dont buy android dev. The rumor i heard is it f as ills on okder device. Sounds like google plant bug to force to upgrade. Sorry not going to doit,0,1,1,1,274338
I ❤❤❤❤❤❤❤❤❤❤❤❤❤💘❤💘❤💘💘❤💘❤💘💘💘💘💘💘❤💘💘💘💘💘💘💘❤💌💘💘💌❤💘💘❤💘❤💘💘❤💘💘💘💘💘💘💘💘💘💘💘❤💘💘💘💘❤💘❤❤💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💘💔💜💔❤💜💔💞❤❤💚💔❤💖❤💖❤💖❤💜❤💜💜❤💜❤💜💚💜💚💙💚💕❤💖❤💖❤💖❤❤❤💜❤💜❤💜❤💖❤💜💜💜💜💚❤💚❤💜💜💔💚💔💜💔💜💜💔💜❤💜❤💜❤💜❤💚❤💚❤💜💜💚💜❤💜❤💜💜💜💚💚💚💜💚💔💜💜❤💜❤💜💜❤💜❤💜❤💜💜💜💜💜❤💜💜💜💙💙💜💜❤💙💜💜❤💜❤💜❤💜💜💜💔💜💔💜❤💜💔💜💔💞💔💜❤💜❤💜💜💜💔💜💙💙💜💙💜💜💔💜💔💜❤💜💔💜💔💜💙💜💜💙💙❤,0,0,0,0,221005
"Simple  clean  useful I'm not a professional chemist and dont know if the information provided by the app is complete and accurate. I'm just assuming it is. Here's my reaction to the program. Pros: Simple  clean  easy to use user interface. Much information provided. No ads. No permissions required. No distracting eye candy. Small memory footprint. Open source - presumably spyware free. Cons: It has crashed on me  but nothing bad happens if it does. It just restarts. Hopefully  someone will find the bug. Suggestions: It would be nice to have links to a definition of each chemical data type (""""""""""""""""""""""""""""""""sublimation point""""""""""""""""""""""""""""""""  """"""""""""""""""""""""""""""""triple point""""""""""""""""""""""""""""""""  """"""""""""""""""""""""""""""""heat of vaporization""""""""""""""""""""""""""""""""  etc.) """"""""""""""""""""""""""""""""Unknown"""""""""""""""""""""""""""""""" is reported when there is no data. It would be nice to divide that into true unknowns (i.e.  yet to be discovered)  """"""""""""""""""""""""""""""""not applicable for this element""""""""""""""""""""""""""""""""  and maybe """"""""""""""""""""""""""""""""does not exist for this element."""""""""""""""""""""""""""""""" - Or maybe those last two are the same.""""",1,1,1,1,8538
Best *तो दोस्तों ये चीज हम Champcash के साथ में करके सोचे तो।* (पहेले बता दू लोग Champcash में अच्छी वाली महेनत करके 7 महीने 🏆 *Platinam*  10 महीने में 💎 *Diamond Rank* भी ले रहे हे।) अगर आप दिल से महेनत करते हो। *एक भी पैसे लगाना नहीं है। जो भी आएंगे वो आपकी महेनत और धैर्य का फल होगा।* 👉0 से आपको 1850$=1 15 000₹ कमाने मतलब Platinum बने में 1.5 साल निकल जायेगा। और 🏆Platinum बने के बाद आप काम ना भी करे। तो आपकी अपनी टीम इतनी बड़ी हो जाती है कि 15 000₹-20 000₹ मिले। Life Time 👉और ज्यादा से ज्यादा 2 साल,0,0,0,0,200832
Tell Google what I think  well I'm not a great fan of Android due to incompatibility with this system .updates from any apps can cause problems  meaning an app might work on one device but not on another. You buy an app (but not anymore for me) then it gets an update and it does not work. I had a problem with the wifi icon greyed (wifi still worked even though grey means not connected) out rather than have a blue icon past several months. Googled the problem but not much luck with the solution. I deleted all the updates still no luck then deleted a piece of software called GOOGLE SETTINGS connected to GOOGLE PLAY SERVICES which was a previous update. By doing this it brought back the familier blue wifi icon to let you know you are connected. Unfortunately the latest update of Gmail crashes too on android so have rolled back to the factory version. I've been a great fan of Google for decades since they came on the scene  but Android versions does not cut it for me PLEASE FIX THESE ISSUES. Sorry to say if I can give no stars I would  so my score for this software 0/5.,0,1,1,1,240833
"5Stars and highest donation 1) I don't only contact developers when having a problem or a request with an application  I also do so when being seriously impressed  which are the case with your """"""""""""""""""""""""""""""""ClipStack"""""""""""""""""""""""""""""""" application. This was obvious for acknowledgement after only 5 mins for my part. 2) You offer all functions in the free version  3) You ask for donation  but only to support you  not to unlock extra features  as they are already available in the free version. 4) The application does NOT take a lot of memory = it's a small size.  5) Simply  you have made a very nice looking interface and very easy to access from the drop-down menu at the top of screen. THANK YOU. In my head it yields: """"""""""""""""""""""""""""""""Make it work  but keep it simple""""""""""""""""""""""""""""""""  which is exactly what you did.  I find these reasons to be VERY high and humble service. Hence I donated the highest possible amount you've made available. Respect for you """"""""""""""""""""""""""""""""guys"""""""""""""""""""""""""""""""". I will of course rate you on Google play store.  Yasemin Nielsen  Denmark/Norway""""",1,1,1,1,99952
Very impressive browser and I love the ad blocker. At first I thought it wasn't working after I turned it on and then I realized I needed to restart the browser. When I did - ads were blocked. Everything works much faster with the ad blocker on - and even without  it seems as fast as Chrome on Android. I give this a 4 star rating because there are some issues: 1. Importing bookmarks from Chrome does not work at all. I tried this on my Samsung Galaxy S7 Edge phone and my Samsung Galaxy Tab S2 and got the same results. 2. There's a strange thing that happens with the screen when rotating from landscape to portrait orientation. The height of the browser window doesn't go to the bottom of the screen. Refreshing the page does not solve the problem  but tapping the control on the phone/tablet to see all open apps - and then going right back into Lightning does solve the problem. Seems like a bit of a bug - which is easy to reproduce every time and on both my android devices. Other than these issues  I think it's worth every penny of the $1.50 for the ad blocking version.,0,1,1,1,130824
"I had Stockfishes Queen but reviewing the board made Stockfish redo the play without losing the Queen. How dare you!! Heres a match between Treebeard and Stockfish 7... [Event """"""""""""""""""""""""""""""""AI Factory's Chess 2.45 Oct 12  2016 vs. Droidfish 1.62 Aug 29  2016""""""""""""""""""""""""""""""""] [Site """"""""""""""""""""""""""""""""Android Device""""""""""""""""""""""""""""""""] [Date """"""""""""""""""""""""""""""""2016.10.22""""""""""""""""""""""""""""""""] [Round """"""""""""""""""""""""""""""""1""""""""""""""""""""""""""""""""] [White """"""""""""""""""""""""""""""""Cpu (12) Treebeard""""""""""""""""""""""""""""""""] [Black """"""""""""""""""""""""""""""""Stockfish 7 2016-8-28""""""""""""""""""""""""""""""""] [PlyCount """"""""""""""""""""""""""""""""74""""""""""""""""""""""""""""""""] [Result """"""""""""""""""""""""""""""""0-1""""""""""""""""""""""""""""""""] 1. e3 Nf6 2. d4 d5 3. Bb5+ Bd7 4. Be2 e6 5. Nf3 c5 6. O-O cxd4 7. exd4 Bd6 8. Nc3 Nc6 9. Nb5 Be7 10. Bf4 O-O 11. Qc1 a6 12. Nc3 Ne4 13. Qe3 g5 14. Nxe4 gxf4 15. Qxf4 dxe4 16. Qxe4 f5 17. Qd3 Rf6 18. Rf1e1 Rg6 19. Kf1 Bd6 20. c3 Qf6 21. Qc2 Ne7 22. Bc4 Rc8 23. Bb3 Qg7 24. g3 f4 25. a4 fxg3 26. hxg3 Rf8 27. Qe2 Bxg3 28. Bc2 Qh6 29. Bxg6 Qh3+ 30. Kg1 Rxf3 31. Bxh7+ Kxh7 32. Qe4+ Nf5 33. Qxf3 Bh2+ 34. Kh1 Qxf3+ 35. Kxh2 Qxf2+ 36. Kh3 Qg3+ 0-1""""",0,0,0,0,100649
Great app! I have been using this app for a while and have saved over 700 books with it. I'm an avid reader  and I use Kindle Unlimited to borrow books to read. If you buy a book from Amazon you can later see if you've read it  but if you borrow one with the Unlimited program and then return it there is no way too see if you've previously borrowed or read a book. It was always a problem remembering which books I had already read. With this app I can keep track of the books I have previously borrowed. I can keep a personal review of each book. It is easy to put the books info into the app by using the ISBN or ASIN number  or you can do an Internet search for the book or enter it manually. You can expand or collapse the list of books making the list quicker to navigate. The app occasionally reminds me to do a back up so I don't lose all that info  and the backups are easy to do. I use this app everyday  and would highly recommend it. It not only lists which books I have previously read  but I can look to see whether I liked the book or the author. Wonderful tool.,0,1,0,1,158963
Smile კარგი იქნება თუ სმაილების განყოფილება ცალკე დაემატება. არ მომწონს დიდი ხანი რომ უნდა დავაჭირო და იქიდან ავარჩიო  თან საკმაოდ მცირე რაოდენობიდან. სფეისის ორივე მხარეს ჩემი აზრით ზედმეტი ღილაკები აქვს  რომელიც შეიძლება სმაილების გვერდზე გადასაყვანად შეიცვალოს. კიდევ  ტელეფონის სტანდარტული კლავიატურისგან განსხვავებით  ბევრად დიდია და ფაქტიურად ნახევარ ეკრანს ფარავს. მოკლედ  ჩემი აზრით  დასახვეწია:),0,0,0,0,164006
QKSMS is an excellently designed app  with an attractive interface and a good feature list  all adorned with the benefit of being open-source! Unfortunately  my experience has failed to live up to my hopes  not because of its design  but because of its performance. QKSMS's interface seems to be very laggy and unstable. It will frequently hang for several seconds  or become confused and take me where I wasn't expecting to go. I often have to set my phone down for a few seconds to let the app sort itself out  before I try and navigate back to where I actually wanted to be. It will occasionally close the keyboard without obvious cause  or boot me back to the conversation list while typing a message. Additionally  it doesn't seem to have good MMS support; all of my MMS messages have timestamps from 1970 in the conversation view and all appear at the bottom - despite the fact that long-pressing an MMS message gives a perfectly fine timestamp. I'd love to love QKSMS  but it doesn't seem to love me back. It would be my daily driver if not for the sad bugginess.,1,1,0,1,158296
Originally used to replace widget on Samsung S series phone when built in widget disappeared. Had difficulty at first since when installing only downloads settings icon but not widget itself. Fooled around with it and suddenly the widget started working on phone. It's a great widget working so well on phone I decided to add it to my Samsung Note Tablet 10. Same issue as before. Installed settings icon but no calendar widget even though settings are set to my default calendar. I can't recall how I got widget itself to appear on phone and I'm hardly a mobile device illiterate. Something is wrong when you create an app that doesn't make obvious how to activate full widget. Uninstalled. Waste of space unless you know how to unlock the magic key to get widget itself to appear on screen. Fortunately old widget still working on tablet although it's not as good as one on phone. Going to get new phone soon and wonder what will happen if I try to install this on new device. Useless without widget! Surely I'm not the only one with this issue and nothing on Github.,0,1,1,1,32433
I love the game and all of its mechanics! I have some requests though it may just be because I suck: 1) I think more balancing is needed regarding the chances of what kind of glyph you will get from an arcane stylus. I just get the ones that root or slow the player too often. 2) Vampire bats seem to take rather high amount of health from me and seem to dodge too well too. I don't know  it seems unfair and gets on my nerves. 3) The sniper doesn't have nearly as many advantages compared to the warden  and the assassin to the freerunner. 4) Health potions and food are rarer to come upon. Especially approaching boss level depths. 5) I think access to rings need to be improved. I have frequent games where I do not come across an artefact or other item to fill my other 2 equip slots. And the variety of ring functionality can really change one game from another  if only they weren't so rare. 6) Please nerf the skeleton blasts  in most cases there aren't any means to kill them at a distance and their blasts are rather high for a low level player in my opinion.,1,0,0,1,172849
Great App But Have One Suggestion This is a great app. It annoys me that whenever my phone pairs with my car  it automatically starts playing my music. Sometimes the songs that play are ones that I downloaded for my daughter and even she is embarrassed about them as well. This app lets you determine which apps should playback instead. My suggestion is as follows  and I know this can be accomplished with Tasker but I feel this is way easier to use for Joe Schmo. Please allow the user to designate which app should launch. For example  I use Serius XM to listen to Howard Stern during my drive. It would be awesome if I could get Sirius XM app to launch via Media Button Router. Unfortunately  the Sirius XM app is not recognized as a media playback app so I cannot designate it in the Media Button Router UI. If you allow the user to designate which app they wish to launch  that would be a great advantage for people using apps that are also not recognized as media playback apps. Again  great app. It is a must for anyone wanting full control on their phone.,1,0,1,1,12354
"Bill L There is a problem with keys that have certain attributes (I don't know whether the problem is with the Cipher attributes  the Digest attributes  the Compression attributes  or some combination of the three). <pre> NOT handled correctly by APG: Cipher: AES256  AES192  AES  CAST5  3DES Digest: SHA256  SHA1  SHA384  SHA512  SHA224 Compression: ZLIB  BZIP2  ZIP  Uncompressed Handled correctly by APG: Cipher: AES  TWOFISH  CAST5  BLOWFISH  3DES Digest: RIPEMD160  SHA1 Compression: BZIP2  ZLIB  ZIP  Uncompressed</pre> I have verified this by creating TWO versions of my own public key  one for each of the two different sets of attributes shown above. By """"""""""""""""""""""""""""""""not handled correctly""""""""""""""""""""""""""""""""  I mean that if there is a private key associated with the public key  and you import them  then try to edit them  you find many of the edit-key widgets greyed out; also  if it is a DSA/Elgamal key (like mine is)  then the DSA signing key is not recognized as a signing key. Please verify my observations and  if correct  please consider fixing.""""",0,1,0,1,15910
"I used to use this when I had an old Linux version on my PC that did not support MTP for my phone and it worked great for connecting to Linux or a NetBSD shell account I have on the Internet  etc. But since I upgraded from a Samsung S3 to J7 this app does not even appear to have any way to allow me to add my ssh key that I need to use to connect to my Linux desktop PC or anything else (I normally disallow passwords in Linux to require keys only). When I try to """"""""""""""""Manage Pubkeys"""""""""""""""" it says 'Tap""""""""""""""""Menu"""""""""""""""" button to create or import key pairs'  but where in the world is a """"""""""""""""Menu"""""""""""""""" button on an Android (6.0.1) phone? When I try More > Import  it says """"""""""""""""Pick from /sdcard""""""""""""""""  but the only choice is """"""""""""""""Cancel"""""""""""""""". So it used to work great  but is now totally useless for anyone who wants or needs to use keys instead of passwords  since there is no way to select a key file from internal storage or microSD (sdcard). So while I used to like this app  it is currently non-functional for me at this time.""""",0,0,0,1,17959
